Vulnerability Category,Source Path,Source File,Vulnerable Line,Full Path,Path_Line,Common Function,Remediation Date,Assigned Team,Assigned Developer
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport7.asp,234,agia_code/aia/Operation/SubStd/showReport7.asp,agia_code/aia/Operation/SubStd/showReport7.asp:234,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport7.asp,237,agia_code/aia/Operation/SubStd/showReport7.asp,agia_code/aia/Operation/SubStd/showReport7.asp:237,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport7.asp,246,agia_code/aia/Operation/SubStd/showReport7.asp,agia_code/aia/Operation/SubStd/showReport7.asp:246,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport7.asp,250,agia_code/aia/Operation/SubStd/showReport7.asp,agia_code/aia/Operation/SubStd/showReport7.asp:250,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_edoc_archive_20200820.asp,552,agia_code/aia/Policy/img_edoc_archive_20200820.asp,agia_code/aia/Policy/img_edoc_archive_20200820.asp:552,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_edoc_archive_20200820.asp,557,agia_code/aia/Policy/img_edoc_archive_20200820.asp,agia_code/aia/Policy/img_edoc_archive_20200820.asp:557,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_edoc_archive_20200820.asp,563,agia_code/aia/Policy/img_edoc_archive_20200820.asp,agia_code/aia/Policy/img_edoc_archive_20200820.asp:563,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_edoc_archive_21112019.asp,552,agia_code/aia/Policy/img_edoc_archive_21112019.asp,agia_code/aia/Policy/img_edoc_archive_21112019.asp:552,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_edoc_archive_21112019.asp,557,agia_code/aia/Policy/img_edoc_archive_21112019.asp,agia_code/aia/Policy/img_edoc_archive_21112019.asp:557,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_edoc_archive_21112019.asp,563,agia_code/aia/Policy/img_edoc_archive_21112019.asp,agia_code/aia/Policy/img_edoc_archive_21112019.asp:563,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,138,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:138,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,154,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:154,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,155,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:155,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,310,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:310,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,312,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:312,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,316,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:316,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,318,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:318,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,593,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:593,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,598,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:598,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,598,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:598,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,598,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:598,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,598,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:598,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,598,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:598,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,598,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:598,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,599,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:599,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,599,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:599,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,599,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:599,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,599,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:599,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,599,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:599,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,599,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:599,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,602,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:602,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,602,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:602,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,602,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:602,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,602,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:602,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,602,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:602,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,602,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:602,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,602,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:602,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,603,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:603,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,603,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:603,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,603,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:603,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,603,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:603,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,603,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:603,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,603,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:603,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Policy/,img_view_21112019.asp,727,agia_code/aia/Policy/img_view_21112019.asp,agia_code/aia/Policy/img_view_21112019.asp:727,No,Batch 3,,Fuad Najibullah
